Stars,Review Text,Review Date,Review Usefulness,Random,Sentiment Label,Sentiment Score
5.0 out of 5 stars,This thing is awesome. I got it because I have laminate wood floors and I work construction. I have to sweep or vacuum every other day otherwise I track sand and dirt all over the place. This thing literally cleans so good. All the dust and sand and dirt gets picked right up. And it is pretty good with going around the room. It only got stuck one time and that was because of some cords. But overall absolutely a must have!!,"Reviewed in the United States on November 25, 2019",One person found this helpful,1,POSITIVE,0.9993590116500854
4.0 out of 5 stars,We’ve had this Roomba for a year and a half now and honestly for a long time we really liked it although I will say it rarely ever made it back to the charging station on its own. We have done a lot of maintenance on it to maintain the Roomba. Unfortunately now it doesn’t work at all and we now have to look at getting something else. I wish it would have lasted longer for the price.,"Reviewed in the United States on March 21, 2021",One person found this helpful,1,NEGATIVE,0.9971379637718201
2.0 out of 5 stars,"Its very loud and bumps into everything. It misses spots and takes a awhile to find the dock. It didn't climb on living room area rug which was very disappointing. When I put it on the area rug, the roomba wasn't able to move or navigate at all and stated there was an error.  I wanted this so badly to work well because the concept is amazing. Unfortunately I will be returning it and trying another brand with higher reviews to see if it exceutes the task better. *finger crossed*","Reviewed in the United States on December 22, 2019",One person found this helpful,1,NEGATIVE,0.9887516498565674
4.0 out of 5 stars,"I run this every night while I sleep. I have a Yellow Labrador and I brush him every day. I am surprised at how much fur this vacuum picks up every night. The 15 minutes to empty the bin, and clean the brushes, wheels and sensors every morning is not a problem. I think it sure beats dragging a vacuum cleaner around the house.","Reviewed in the United States on April 28, 2020",One person found this helpful,1,POSITIVE,0.8211266398429871
2.0 out of 5 stars,Don’t know if I would buy again or not. Sometimes I feel like it’s more work for me. It gets stuck and I have to find it. I have to put something in front of items I don’t want it to get near. It goes over the same areas too many times and doesn’t do the entire floor. Right now I am undecided as to whether I am satisfied or not. It does a great job picking up dirt and lint. We have no pets.,"Reviewed in the United States on June 15, 2021",One person found this helpful,1,NEGATIVE,0.9980318546295166
3.0 out of 5 stars,"The vacuum did well on the floors and rugs although with technology as is there should be a way to turn off the sensors to go over black lines on carpet.  Live in a ranch, no stairs, should be an easy fix to turn off sensors but there isn't any, which makes this product only receiving 3 stars.  Should have a switch or button to deactivate sensors, very inconvenient for the price you pay!","Reviewed in the United States on July 15, 2020",One person found this helpful,1,NEGATIVE,0.9991485476493835
5.0 out of 5 stars,"I have wanted a Roomba for years now. I have two cats and a pug and they all shed like crazy. I was having to sweep/swiffer daily to keep up. The Roomba has be amazing!The one thing that I’m not crazy about is how loud it is. If I’m running it and watching TV, I have to crank the volume up. Other than that I have had no issues.I will say that I have live in an apartment and have all hard wood flooring, it has not once scratched my floors.","Reviewed in the United States on December 27, 2018",One person found this helpful,1,POSITIVE,0.9849218130111694
5.0 out of 5 stars,"We named our Roomba Sally and the poor thing works everyday.  My wife has set up Sally to get out and clean up every morning.  Picks up hair, small chunks of food that the dog misses, goes room to room and goes back to the charging station when finished.  We have used Sally on 3 different floors of our house moving easily over rugs and hardwood floors.","Reviewed in the United States on June 25, 2020",One person found this helpful,1,NEGATIVE,0.7153381109237671
1.0 out of 5 stars,Where should I start... it bangs into everything and repeatedly. It no longer cleans all rooms. I’m lucky when it cleans two rooms. At least once per operation I am advised the bumper needs cleaning. Whose butt can stick this in ? It’s worthless.,"Reviewed in the United States on April 23, 2021",One person found this helpful,1,NEGATIVE,0.9993537664413452
5.0 out of 5 stars,Cleans very well. Good for maintenance between regular vacuuming. Only not so great things the home base needs secured to floor otherwise it slips all over when trying to doc and the vacuum is loud. Wouldn't want run while sleeping or watching a show.,"Reviewed in the United States on January 29, 2021",One person found this helpful,1,NEGATIVE,0.9977983236312866
5.0 out of 5 stars,"My wife and I love this. We have a Corgi (who sheds) and it seems to pick up all of his hair no matter where it goes. On hardwood floors and carpet we dont have any issues at all. Mind you, we have always kept a clean house, but this has made that job so much easier! If you are up in the air on purchasing one, DO IT! You wont regret it.","Reviewed in the United States on November 15, 2020",One person found this helpful,1,POSITIVE,0.9269258379936218
2.0 out of 5 stars,"Didn’t meet expectations.  Too random the way it moves around house.  Problems with getting on to rugs, WiFi connectivity didn’t work, no automated emptying and overall not very smart.  Went to Costco and got a Shark and I LOVE it!  10X better.","Reviewed in the United States on March 16, 2021",One person found this helpful,1,NEGATIVE,0.9907952547073364
4.0 out of 5 stars,"There is no memory on this particular machine.  My new rumba works great. Unfortunately it gets stuck often because it doesn’t have a memory, so you either have to find it when you get home from work or close doors so it can find its way back to its home each day.  Well worth the money, however!","Reviewed in the United States on August 17, 2020",One person found this helpful,1,POSITIVE,0.750231146812439
